1,2,0.047193885
1,4,0.07557958
1,6,0.06303638
1,8,0.017733796
1,9,0.038802467
1,10,0.04961092
1,11,0.05806589
1,12,0.09618974
1,13,0.06635329
1,14,0.012003227
1,18,0.021292496
1,19,0.012235771
1,20,0.11790942
1,22,0.06357073
1,24,0.031910937
1,25,0.03730636
1,26,0.03101894
1,27,0.056371696
1,28,0.029825483
1,29,0.053807504
1,31,0.010898931
1,32,0.11546887
1,33,0.07443801
1,34,0.010464274
1,35,0.050424267
1,36,0.0639834
1,37,0.09980579
1,38,0.06704934
1,39,0.05906883
1,42,0.04522668
1,43,0.05724399
1,45,0.05670847
1,46,0.07287884
1,48,0.010507331
1,50,0.08146201
1,51,0.018442908
1,52,0.056188475
1,53,0.1292234
1,56,0.0992464
1,57,0.068827406
1,59,0.012273075
1,61,0.03525082
1,65,0.036167458
1,66,0.014928758
1,68,0.19949561
1,69,0.09452394
1,70,0.03525898
1,72,0.007987515
1,75,0.07180092
1,76,0.11032219
1,79,0.023102332
1,80,0.0531583
1,81,0.07716366
1,82,0.037141323
1,83,0.10442388
1,86,0.08913285
1,87,0.44775397
1,88,0.1392533
1,89,0.035168763
1,91,0.0064135133
1,92,0.09459816
1,93,0.035745334
1,94,0.07959902
1,95,0.07484889
1,96,0.010253085
1,97,0.020096986
1,99,0.076003484
1,100,0.06521174
1,101,0.01540529
1,102,0.029595464
1,103,0.2780902
1,104,0.052268166
1,105,0.033329763
1,106,0.11909282
1,107,0.010690453
1,108,0.06629651
1,109,0.0496644
1,111,0.037211955
1,112,0.076488525
1,114,0.06282397
1,115,0.0126376245
1,116,0.16499597
1,117,0.046689592
1,118,0.21199213
1,119,0.09016998
1,120,0.029807748
1,121,0.014516754
1,124,0.011148568
1,125,0.030898355
1,126,0.05004295
1,127,0.05791729
1,128,0.048201155
1,129,0.028412053
1,130,0.13929085
1,131,0.014359526
1,132,0.042036586
1,134,0.17230436
1,135,0.026946913
1,136,0.0839299
1,137,0.013827284
1,138,0.039556257
1,139,0.049830794
1,142,0.1919867
1,143,0.09936497
1,144,0.046012882
1,146,0.007929136
1,147,0.032514147
1,148,0.055122733
1,149,0.021394067
1,150,0.009719469
2,4,0.020236697
2,6,0.14006011
2,7,0.039115652
2,8,0.08137788
2,9,0.033408202
2,10,0.030054893
2,11,0.06229934
2,12,0.080667645
2,13,0.09645592
2,14,0.13275574
2,15,0.014398543
2,16,0.019174566
2,17,0.01589721
2,18,0.041060828
2,19,0.026528198
2,20,0.030043542
2,21,0.03191883
2,22,0.042023458
2,23,0.0762879
2,24,0.039503325
2,25,0.08719548
2,26,0.16521874
2,27,0.05178295
2,28,0.07864134
2,29,0.07913048
2,31,0.10067865
2,32,0.037176207
2,33,0.031023556
2,34,0.10492864
2,35,0.049459785
2,36,0.035566684
2,37,0.0374455
2,38,0.06580956
2,39,0.05990813
2,40,0.058292493
2,41,0.014633635
2,42,0.03066277
2,43,0.021316629
2,44,0.039648257
2,45,0.07906725
2,46,0.11874434
2,47,0.11932604
2,48,0.052090593
2,49,0.037604067
2,50,0.089710005
2,51,0.012938868
2,52,0.053667597
2,53,0.16583227
2,54,0.13280453
2,55,0.1162034
2,56,0.14559913
2,57,0.059107333
2,58,0.011863206
2,59,0.022901006
2,60,0.1012561
2,61,0.106567934
2,62,0.054948967
2,63,0.011006437
2,64,0.014505044
2,65,0.15499619
2,66,0.09737147
2,67,0.06128953
2,68,0.12153439
2,69,0.120149866
2,70,0.035015635
2,71,0.036255106
2,72,0.040795684
2,73,0.009206612
2,74,0.036980495
2,75,0.028140225
2,76,0.0857309
2,78,0.019588137
2,79,0.040918395
2,80,0.09900138
2,81,0.040386733
2,82,0.031828582
2,83,0.024260176
2,84,0.010276122
2,86,0.017575018
2,87,0.06095837
2,88,0.068496324
2,89,0.022820763
2,90,0.034381043
2,91,0.055096313
2,92,0.13731569
2,93,0.09054141
2,94,0.020029083
2,95,0.032049663
2,96,0.0504826
2,97,0.08076793
2,98,0.07352127
2,99,0.03987464
2,100,0.036662064
2,101,0.056525532
2,102,0.09129846
2,103,0.06514399
2,104,0.09505531
2,105,0.09129746
2,106,0.11203389
2,107,0.0115150185
2,108,0.091600135
2,109,0.09628327
2,110,0.09904088
2,111,0.11190431
2,112,0.11186859
2,113,0.14484331
2,114,0.058004007
2,115,0.16982463
2,116,0.14032727
2,117,0.11434696
2,118,0.094509915
2,119,0.18505572
2,120,0.19371289
2,121,0.0072430223
2,122,0.041083604
2,124,0.015060309
2,125,0.07796273
2,126,0.05257932
2,127,0.124187075
2,128,0.1489668
2,129,0.06193626
2,130,0.095628254
2,131,0.11127895
2,132,0.072939605
2,133,0.14278798
2,134,0.14941505
2,135,0.037865054
2,136,0.10761881
2,137,0.09930809
2,138,0.086914845
2,139,0.06696697
2,140,0.031391345
2,142,0.06135992
2,143,0.1098697
2,144,0.07909989
2,146,0.06674057
2,147,0.085347265
2,148,0.113369435
2,149,0.067816205
2,150,0.11495341
3,4,0.09840871
3,5,0.08020939
3,8,0.045045123
3,9,0.022792608
3,11,0.042605616
3,12,0.029809266
3,15,0.045622356
3,16,0.059408054
3,19,0.029872399
3,20,0.05128583
3,21,0.0481857
3,23,0.054379813
3,25,0.041636508
3,30,0.10421535
3,35,0.06479359
3,44,0.08381024
3,46,0.026453227
3,51,0.055019334
3,52,0.040703285
3,53,0.021345727
